id,owner,secret,server,farm,title,ispublic,isfriend,isfamily,license,dateupload,lastupdate,datetaken,datetakengranularity,datetakenunknown,ownername,iconserver,iconfarm,views,tags,machine_tags,latitude,longitude,accuracy,context,place_id,woeid,geo_is_public,geo_is_contact,geo_is_friend,geo_is_family,media,media_status,url_sq,height_sq,width_sq,url_t,height_t,width_t,url_s,height_s,width_s,url_m,height_m,width_m,url_z,height_z,width_z,url_l,height_l,width_l,url_c,height_c,width_c,url_q,height_q,width_q,url_n,height_n,width_n,url_k,height_k,width_k,url_h,height_h,width_h,pathalias,description_content
52460814054,79452638@N00,f8859d4a09,65535,66,"Pacific Dogwood, after overnight rain",1,0,0,0,1666972260,1667047167,2022-10-28 08:47:26,0,0,D70,65535,66,192,pacificdogwood afterovernightrain gardenvillage burnaby britishcolumbia,"",49.234533,-123.011771,16,0,"",5959538,1,0,0,0,photo,ready,https://live.staticflickr.com/65535/52460814054_f8859d4a09_s.jpg,75,75,https://live.staticflickr.com/65535/52460814054_f8859d4a09_t.jpg,67,100,https://live.staticflickr.com/65535/52460814054_f8859d4a09_m.jpg,160,240,https://live.staticflickr.com/65535/52460814054_f8859d4a09.jpg,334,500,https://live.staticflickr.com/65535/52460814054_f8859d4a09_z.jpg,427,640,https://live.staticflickr.com/65535/52460814054_f8859d4a09_b.jpg,684,1024,https://live.staticflickr.com/65535/52460814054_f8859d4a09_c.jpg,534,800,https://live.staticflickr.com/65535/52460814054_f8859d4a09_q.jpg,150,150,https://live.staticflickr.com/65535/52460814054_f8859d4a09_n.jpg,214,320,https://live.staticflickr.com/65535/52460814054_f2075da29a_k.jpg,1367,2048,https://live.staticflickr.com/65535/52460814054_0283d07dc3_h.jpg,1068,1600,d70w7,"301/365,
The Pacific Dogwood. (Cornus Nuttallii) was adopted as British Columbia's provincial flower in 1956. Actually a flowering tree, the Pacific Dogwood is known for its white blooms, brilliant red berries and bright foliage in the fall.
 
Garden Village, Burnaby, British Columbia "
52461565721,79452638@N00,a789503a49,65535,66,1985 Volkswagen Westfalia Vanagon GL camper,1,0,0,0,1667010409,1667132739,2022-10-28 09:03:32,0,0,D70,65535,66,151,1985 volkswagen westfalia vanagon camper white gardenvillage burnaby britishcolumbia gl,"",49.233941,-123.015534,16,0,"",5959538,1,0,0,0,photo,ready,https://live.staticflickr.com/65535/52461565721_a789503a49_s.jpg,75,75,https://live.staticflickr.com/65535/52461565721_a789503a49_t.jpg,75,100,https://live.staticflickr.com/65535/52461565721_a789503a49_m.jpg,180,240,https://live.staticflickr.com/65535/52461565721_a789503a49.jpg,375,500,https://live.staticflickr.com/65535/52461565721_a789503a49_z.jpg,480,640,https://live.staticflickr.com/65535/52461565721_a789503a49_b.jpg,768,1024,https://live.staticflickr.com/65535/52461565721_a789503a49_c.jpg,600,800,https://live.staticflickr.com/65535/52461565721_a789503a49_q.jpg,150,150,https://live.staticflickr.com/65535/52461565721_a789503a49_n.jpg,240,320,https://live.staticflickr.com/65535/52461565721_2541596c24_k.jpg,1536,2048,https://live.staticflickr.com/65535/52461565721_0c865a0ecd_h.jpg,1200,1600,d70w7,"Garden Village, Burnaby, British Columbia "
52461820484,79452638@N00,c611649842,65535,66,"2021, Ford Mustang, Mach-E, Premium",1,0,0,0,1667009727,1667132783,2022-10-28 09:28:52,0,0,D70,65535,66,149,2021 ford mustang 2021ford mache premium crop white,"",49.233658,-123.016070,16,0,"",5959538,1,0,0,0,photo,ready,https://live.staticflickr.com/65535/52461820484_c611649842_s.jpg,75,75,https://live.staticflickr.com/65535/52461820484_c611649842_t.jpg,85,100,https://live.staticflickr.com/65535/52461820484_c611649842_m.jpg,204,240,https://live.staticflickr.com/65535/52461820484_c611649842.jpg,425,500,https://live.staticflickr.com/65535/52461820484_c611649842_z.jpg,545,640,https://live.staticflickr.com/65535/52461820484_c611649842_b.jpg,871,1024,https://live.staticflickr.com/65535/52461820484_c611649842_c.jpg,681,800,https://live.staticflickr.com/65535/52461820484_c611649842_q.jpg,150,150,https://live.staticflickr.com/65535/52461820484_c611649842_n.jpg,272,320,https://live.staticflickr.com/65535/52461820484_d4d20fe64f_k.jpg,1743,2048,https://live.staticflickr.com/65535/52461820484_36676b88cc_h.jpg,1361,1600,d70w7,"Garden Village, Burnaby, British Columbia "
52461550869,10768580@N00,6b945af55e,65535,66,"",1,0,0,0,1666995902,1667003883,2022-10-28 13:21:35,0,0,Jakespeare,3720,4,0,"","",49.289097,-123.130731,16,0,"",12022703,1,0,0,0,photo,ready,https://live.staticflickr.com/65535/52461550869_6b945af55e_s.jpg,75,75,https://live.staticflickr.com/65535/52461550869_6b945af55e_t.jpg,100,75,https://live.staticflickr.com/65535/52461550869_6b945af55e_m.jpg,240,180,https://live.staticflickr.com/65535/52461550869_6b945af55e.jpg,500,375,https://live.staticflickr.com/65535/52461550869_6b945af55e_z.jpg,640,480,https://live.staticflickr.com/65535/52461550869_6b945af55e_b.jpg,1024,768,https://live.staticflickr.com/65535/52461550869_6b945af55e_c.jpg,800,600,https://live.staticflickr.com/65535/52461550869_6b945af55e_q.jpg,150,150,https://live.staticflickr.com/65535/52461550869_6b945af55e_n.jpg,320,240,https://live.staticflickr.com/65535/52461550869_8ddbe204ec_k.jpg,2048,1536,https://live.staticflickr.com/65535/52461550869_94a7f90c02_h.jpg,1600,1200,jakespeare,""
52460934817,35034347371@N01,f2375b5451,65535,66,RT900610,1,0,0,9,1667004037,1667004095,2022-10-28 14:57:28,0,0,roland,5485,6,12,sonyrx10iv sonyrx10ivphoto rolandsonyrx10ivphoto rolandtanglaophoto vancouver 20221028 notsunny sun sunny halfcloudyhalfsunny notrainy clouds cloudy bicycling photosfrom1957schwinn,"",49.281155,-123.085334,16,0,"",6157995,1,0,0,0,photo,ready,https://live.staticflickr.com/65535/52460934817_f2375b5451_s.jpg,75,75,https://live.staticflickr.com/65535/52460934817_f2375b5451_t.jpg,67,100,https://live.staticflickr.com/65535/52460934817_f2375b5451_m.jpg,160,240,https://live.staticflickr.com/65535/52460934817_f2375b5451.jpg,333,500,https://live.staticflickr.com/65535/52460934817_f2375b5451_z.jpg,427,640,https://live.staticflickr.com/65535/52460934817_f2375b5451_b.jpg,683,1024,https://live.staticflickr.com/65535/52460934817_f2375b5451_c.jpg,533,800,https://live.staticflickr.com/65535/52460934817_f2375b5451_q.jpg,150,150,https://live.staticflickr.com/65535/52460934817_f2375b5451_n.jpg,213,320,https://live.staticflickr.com/65535/52460934817_5b71489d3d_k.jpg,1365,2048,https://live.staticflickr.com/65535/52460934817_5b3f4f990b_h.jpg,1067,1600,roland,2022-10-28 Prototype and then bicycling home to Clark Park and then walk to and from Side Saddle with some scary things on a cool-ish half sunny autumn day Sony RX10IV
52461453546,35034347371@N01,96a24939d6,65535,66,RT900612,1,0,0,9,1667004038,1667004095,2022-10-28 14:57:37,0,0,roland,5485,6,4,sonyrx10iv sonyrx10ivphoto rolandsonyrx10ivphoto rolandtanglaophoto vancouver 20221028 notsunny sun sunny halfcloudyhalfsunny notrainy clouds cloudy bicycling photosfrom1957schwinn,"",49.281161,-123.085370,16,0,"",6157995,1,0,0,0,photo,ready,https://live.staticflickr.com/65535/52461453546_96a24939d6_s.jpg,75,75,https://live.staticflickr.com/65535/52461453546_96a24939d6_t.jpg,67,100,https://live.staticflickr.com/65535/52461453546_96a24939d6_m.jpg,160,240,https://live.staticflickr.com/65535/52461453546_96a24939d6.jpg,333,500,https://live.staticflickr.com/65535/52461453546_96a24939d6_z.jpg,427,640,https://live.staticflickr.com/65535/52461453546_96a24939d6_b.jpg,683,1024,https://live.staticflickr.com/65535/52461453546_96a24939d6_c.jpg,533,800,https://live.staticflickr.com/65535/52461453546_96a24939d6_q.jpg,150,150,https://live.staticflickr.com/65535/52461453546_96a24939d6_n.jpg,213,320,https://live.staticflickr.com/65535/52461453546_5fc0110606_k.jpg,1365,2048,https://live.staticflickr.com/65535/52461453546_d6314eb7c6_h.jpg,1067,1600,roland,2022-10-28 Prototype and then bicycling home to Clark Park and then walk to and from Side Saddle with some scary things on a cool-ish half sunny autumn day Sony RX10IV
52461719979,35034347371@N01,d45a909b40,65535,66,RT900609,1,0,0,9,1667004036,1667004095,2022-10-28 14:57:23,0,0,roland,5485,6,16,sonyrx10iv sonyrx10ivphoto rolandsonyrx10ivphoto rolandtanglaophoto vancouver 20221028 notsunny sun sunny halfcloudyhalfsunny notrainy clouds cloudy bicycling photosfrom1957schwinn,"",49.281163,-123.085309,16,0,"",6157995,1,0,0,0,photo,ready,https://live.staticflickr.com/65535/52461719979_d45a909b40_s.jpg,75,75,https://live.staticflickr.com/65535/52461719979_d45a909b40_t.jpg,67,100,https://live.staticflickr.com/65535/52461719979_d45a909b40_m.jpg,160,240,https://live.staticflickr.com/65535/52461719979_d45a909b40.jpg,333,500,https://live.staticflickr.com/65535/52461719979_d45a909b40_z.jpg,427,640,https://live.staticflickr.com/65535/52461719979_d45a909b40_b.jpg,683,1024,https://live.staticflickr.com/65535/52461719979_d45a909b40_c.jpg,533,800,https://live.staticflickr.com/65535/52461719979_d45a909b40_q.jpg,150,150,https://live.staticflickr.com/65535/52461719979_d45a909b40_n.jpg,213,320,https://live.staticflickr.com/65535/52461719979_c1c85bc7ea_k.jpg,1365,2048,https://live.staticflickr.com/65535/52461719979_f678ada631_h.jpg,1067,1600,roland,2022-10-28 Prototype and then bicycling home to Clark Park and then walk to and from Side Saddle with some scary things on a cool-ish half sunny autumn day Sony RX10IV
52461905935,35034347371@N01,b9c800fb02,65535,66,RT900611,1,0,0,9,1667004037,1667173297,2022-10-28 14:57:33,0,0,roland,5485,6,17,sonyrx10iv sonyrx10ivphoto rolandsonyrx10ivphoto rolandtanglaophoto vancouver 20221028 notsunny sun sunny halfcloudyhalfsunny notrainy clouds cloudy bicycling photosfrom1957schwinn rtig rtwakeup prototypecoffee cafe shadow ligh light,"",49.281166,-123.085353,16,0,"",6157995,1,0,0,0,photo,ready,https://live.staticflickr.com/65535/52461905935_b9c800fb02_s.jpg,75,75,https://live.staticflickr.com/65535/52461905935_b9c800fb02_t.jpg,67,100,https://live.staticflickr.com/65535/52461905935_b9c800fb02_m.jpg,160,240,https://live.staticflickr.com/65535/52461905935_b9c800fb02.jpg,333,500,https://live.staticflickr.com/65535/52461905935_b9c800fb02_z.jpg,427,640,https://live.staticflickr.com/65535/52461905935_b9c800fb02_b.jpg,683,1024,https://live.staticflickr.com/65535/52461905935_b9c800fb02_c.jpg,533,800,https://live.staticflickr.com/65535/52461905935_b9c800fb02_q.jpg,150,150,https://live.staticflickr.com/65535/52461905935_b9c800fb02_n.jpg,213,320,https://live.staticflickr.com/65535/52461905935_55453b2330_k.jpg,1365,2048,https://live.staticflickr.com/65535/52461905935_56f3271564_h.jpg,1067,1600,roland,2022-10-28 Prototype and then bicycling home to Clark Park and then walk to and from Side Saddle with some scary things on a cool-ish half sunny autumn day Sony RX10IV
52461452781,35034347371@N01,28a0be9da0,65535,66,RT900616,1,0,0,9,1667004041,1667004095,2022-10-28 15:09:59,0,0,roland,5485,6,0,sonyrx10iv sonyrx10ivphoto rolandsonyrx10ivphoto rolandtanglaophoto vancouver 20221028 notsunny sun sunny halfcloudyhalfsunny notrainy clouds cloudy bicycling photosfrom1957schwinn,"",49.281011,-123.085373,16,0,"",6157995,1,0,0,0,photo,ready,https://live.staticflickr.com/65535/52461452781_28a0be9da0_s.jpg,75,75,https://live.staticflickr.com/65535/52461452781_28a0be9da0_t.jpg,67,100,https://live.staticflickr.com/65535/52461452781_28a0be9da0_m.jpg,160,240,https://live.staticflickr.com/65535/52461452781_28a0be9da0.jpg,333,500,https://live.staticflickr.com/65535/52461452781_28a0be9da0_z.jpg,427,640,https://live.staticflickr.com/65535/52461452781_28a0be9da0_b.jpg,683,1024,https://live.staticflickr.com/65535/52461452781_28a0be9da0_c.jpg,533,800,https://live.staticflickr.com/65535/52461452781_28a0be9da0_q.jpg,150,150,https://live.staticflickr.com/65535/52461452781_28a0be9da0_n.jpg,213,320,https://live.staticflickr.com/65535/52461452781_1f9c80a74b_k.jpg,1365,2048,https://live.staticflickr.com/65535/52461452781_20a1014529_h.jpg,1067,1600,roland,2022-10-28 Prototype and then bicycling home to Clark Park and then walk to and from Side Saddle with some scary things on a cool-ish half sunny autumn day Sony RX10IV
52461983813,35034347371@N01,63eb01ee32,65535,66,RT900614,1,0,0,9,1667004039,1667004095,2022-10-28 15:03:19,0,0,roland,5485,6,0,sonyrx10iv sonyrx10ivphoto rolandsonyrx10ivphoto rolandtanglaophoto vancouver 20221028 notsunny sun sunny halfcloudyhalfsunny notrainy clouds cloudy bicycling photosfrom1957schwinn,"",49.280963,-123.085359,16,0,"",6157995,1,0,0,0,photo,ready,https://live.staticflickr.com/65535/52461983813_63eb01ee32_s.jpg,75,75,https://live.staticflickr.com/65535/52461983813_63eb01ee32_t.jpg,67,100,https://live.staticflickr.com/65535/52461983813_63eb01ee32_m.jpg,160,240,https://live.staticflickr.com/65535/52461983813_63eb01ee32.jpg,333,500,https://live.staticflickr.com/65535/52461983813_63eb01ee32_z.jpg,427,640,https://live.staticflickr.com/65535/52461983813_63eb01ee32_b.jpg,683,1024,https://live.staticflickr.com/65535/52461983813_63eb01ee32_c.jpg,533,800,https://live.staticflickr.com/65535/52461983813_63eb01ee32_q.jpg,150,150,https://live.staticflickr.com/65535/52461983813_63eb01ee32_n.jpg,213,320,https://live.staticflickr.com/65535/52461983813_d288f5e9ad_k.jpg,1365,2048,https://live.staticflickr.com/65535/52461983813_78ce979636_h.jpg,1067,1600,roland,2022-10-28 Prototype and then bicycling home to Clark Park and then walk to and from Side Saddle with some scary things on a cool-ish half sunny autumn day Sony RX10IV
