id,owner,secret,server,farm,title,ispublic,isfriend,isfamily,license,dateupload,lastupdate,datetaken,datetakengranularity,datetakenunknown,ownername,iconserver,iconfarm,views,tags,machine_tags,latitude,longitude,accuracy,context,place_id,woeid,geo_is_public,geo_is_contact,geo_is_friend,geo_is_family,media,media_status,url_sq,height_sq,width_sq,url_t,height_t,width_t,url_s,height_s,width_s,url_m,height_m,width_m,url_z,height_z,width_z,url_l,height_l,width_l,url_c,height_c,width_c,url_q,height_q,width_q,url_n,height_n,width_n,pathalias,description_content
51819344496,13032456@N05,68c1958ff9,65535,66,Coast Mountain Bus Company,1,0,0,0,1642135642,1643197530,2022-01-02 12:17:55,0,0,Busologist,2828,3,698,coast mountain bus company cmbc vancouver bc british columbia canadian snow day translink r12013 new flyer xde60 articulated artic accordian,"",49.226238,-123.116250,16,0,"",6092097,1,0,0,0,photo,ready,https://live.staticflickr.com/65535/51819344496_68c1958ff9_s.jpg,75,75,https://live.staticflickr.com/65535/51819344496_68c1958ff9_t.jpg,75,100,https://live.staticflickr.com/65535/51819344496_68c1958ff9_m.jpg,180,240,https://live.staticflickr.com/65535/51819344496_68c1958ff9.jpg,375,500,https://live.staticflickr.com/65535/51819344496_68c1958ff9_z.jpg,480,640,https://live.staticflickr.com/65535/51819344496_68c1958ff9_b.jpg,768,1024,https://live.staticflickr.com/65535/51819344496_68c1958ff9_c.jpg,600,800,https://live.staticflickr.com/65535/51819344496_68c1958ff9_q.jpg,150,150,https://live.staticflickr.com/65535/51819344496_68c1958ff9_n.jpg,240,320,flyer_901,"New Flyer XDE60 at Langara-49th Avenue Station - Vancouver, British Columbia"
51794447791,79452638@N00,00a6f4b0bf,65535,66,The thaw has started,1,0,0,0,1641141667,1641558022,2022-01-02 08:37:54,0,0,D70,65535,66,419,gardenvillage burnaby britishcolumbia thaw started thethawhasstarted 2degcel snow melting thawing overnight rain dimples trees buildings,"",49.234513,-123.011648,16,0,"",5959538,1,0,0,0,photo,ready,https://live.staticflickr.com/65535/51794447791_00a6f4b0bf_s.jpg,75,75,https://live.staticflickr.com/65535/51794447791_00a6f4b0bf_t.jpg,100,75,https://live.staticflickr.com/65535/51794447791_00a6f4b0bf_m.jpg,240,180,https://live.staticflickr.com/65535/51794447791_00a6f4b0bf.jpg,500,375,https://live.staticflickr.com/65535/51794447791_00a6f4b0bf_z.jpg,640,480,https://live.staticflickr.com/65535/51794447791_00a6f4b0bf_b.jpg,1024,768,https://live.staticflickr.com/65535/51794447791_00a6f4b0bf_c.jpg,800,600,https://live.staticflickr.com/65535/51794447791_00a6f4b0bf_q.jpg,150,150,https://live.staticflickr.com/65535/51794447791_00a6f4b0bf_n.jpg,320,240,d70w7,"002/365,
2 deg. cel.,
Overnight rain has left dimples in the snow

Garden Village, Burnaby, British Columbia "
51830263812,192477196@N05,b2acde014d,65535,66,IMG_7567,1,0,0,0,1642649132,1642649133,2022-01-02 08:47:30,0,0,busspotter18200,0,0,229,"","",49.264100,-123.167573,16,0,"",5993123,1,0,0,0,photo,ready,https://live.staticflickr.com/65535/51830263812_b2acde014d_s.jpg,75,75,https://live.staticflickr.com/65535/51830263812_b2acde014d_t.jpg,75,100,https://live.staticflickr.com/65535/51830263812_b2acde014d_m.jpg,180,240,https://live.staticflickr.com/65535/51830263812_b2acde014d.jpg,375,500,https://live.staticflickr.com/65535/51830263812_b2acde014d_z.jpg,480,640,https://live.staticflickr.com/65535/51830263812_b2acde014d_b.jpg,768,1024,https://live.staticflickr.com/65535/51830263812_b2acde014d_c.jpg,600,800,https://live.staticflickr.com/65535/51830263812_b2acde014d_q.jpg,150,150,https://live.staticflickr.com/65535/51830263812_b2acde014d_n.jpg,240,320,,NovaBus LFS ON 99 B line
51793893582,35034347371@N01,9fc6b48489,65535,66,DSC_0273,1,0,0,9,1641153962,1641154006,2022-01-02 11:04:37,0,0,roland,5485,6,27,slushy snowy snow notrainy clouds cloudy notsunny eastvan eastvancouver kensingtoncedarcottage cedarcottage nikon1v2photo nikon1v2 rolandtanglaophoto vancouver nikon30110mm,"",49.253383,-123.068150,16,0,"",5991085,1,0,0,0,photo,ready,https://live.staticflickr.com/65535/51793893582_9fc6b48489_s.jpg,75,75,https://live.staticflickr.com/65535/51793893582_9fc6b48489_t.jpg,100,67,https://live.staticflickr.com/65535/51793893582_9fc6b48489_m.jpg,240,160,https://live.staticflickr.com/65535/51793893582_9fc6b48489.jpg,500,333,https://live.staticflickr.com/65535/51793893582_9fc6b48489_z.jpg,640,427,https://live.staticflickr.com/65535/51793893582_9fc6b48489_b.jpg,1024,683,https://live.staticflickr.com/65535/51793893582_9fc6b48489_c.jpg,800,533,https://live.staticflickr.com/65535/51793893582_9fc6b48489_q.jpg,150,150,https://live.staticflickr.com/65535/51793893582_9fc6b48489_n.jpg,320,213,roland,"icicle and then walking to commercial street cafe in the slush and snow january 2, 2021 nikon 1 v2 30-110mm zoom"
51793894002,35034347371@N01,8a29469751,65535,66,DSC_0275,1,0,0,9,1641153961,1641154006,2022-01-02 11:09:45,0,0,roland,5485,6,26,slushy snowy snow notrainy clouds cloudy notsunny eastvan eastvancouver kensingtoncedarcottage cedarcottage nikon1v2photo nikon1v2 rolandtanglaophoto vancouver nikon30110mm,"",49.252433,-123.068050,16,0,"",5991085,1,0,0,0,photo,ready,https://live.staticflickr.com/65535/51793894002_8a29469751_s.jpg,75,75,https://live.staticflickr.com/65535/51793894002_8a29469751_t.jpg,67,100,https://live.staticflickr.com/65535/51793894002_8a29469751_m.jpg,160,240,https://live.staticflickr.com/65535/51793894002_8a29469751.jpg,333,500,https://live.staticflickr.com/65535/51793894002_8a29469751_z.jpg,427,640,https://live.staticflickr.com/65535/51793894002_8a29469751_b.jpg,683,1024,https://live.staticflickr.com/65535/51793894002_8a29469751_c.jpg,533,800,https://live.staticflickr.com/65535/51793894002_8a29469751_q.jpg,150,150,https://live.staticflickr.com/65535/51793894002_8a29469751_n.jpg,213,320,roland,"icicle and then walking to commercial street cafe in the slush and snow january 2, 2021 nikon 1 v2 30-110mm zoom"
51794835741,35034347371@N01,9daf8a8b39,65535,66,DSC_0252,1,0,0,9,1641153975,1641154006,2022-01-02 11:00:43,0,0,roland,5485,6,23,slushy snowy snow notrainy clouds cloudy notsunny eastvan eastvancouver kensingtoncedarcottage cedarcottage nikon1v2photo nikon1v2 rolandtanglaophoto vancouver nikon30110mm,"",49.253933,-123.069850,16,0,"",5991085,1,0,0,0,photo,ready,https://live.staticflickr.com/65535/51794835741_9daf8a8b39_s.jpg,75,75,https://live.staticflickr.com/65535/51794835741_9daf8a8b39_t.jpg,100,67,https://live.staticflickr.com/65535/51794835741_9daf8a8b39_m.jpg,240,160,https://live.staticflickr.com/65535/51794835741_9daf8a8b39.jpg,500,333,https://live.staticflickr.com/65535/51794835741_9daf8a8b39_z.jpg,640,427,https://live.staticflickr.com/65535/51794835741_9daf8a8b39_b.jpg,1024,683,https://live.staticflickr.com/65535/51794835741_9daf8a8b39_c.jpg,800,533,https://live.staticflickr.com/65535/51794835741_9daf8a8b39_q.jpg,150,150,https://live.staticflickr.com/65535/51794835741_9daf8a8b39_n.jpg,320,213,roland,"icicle and then walking to commercial street cafe in the slush and snow january 2, 2021 nikon 1 v2 30-110mm zoom"
51794836246,35034347371@N01,92a084243d,65535,66,DSC_0254,1,0,0,9,1641153974,1641154006,2022-01-02 11:00:44,0,0,roland,5485,6,62,slushy snowy snow notrainy clouds cloudy notsunny eastvan eastvancouver kensingtoncedarcottage cedarcottage nikon1v2photo nikon1v2 rolandtanglaophoto vancouver nikon30110mm,"",49.253916,-123.069817,16,0,"",5991085,1,0,0,0,photo,ready,https://live.staticflickr.com/65535/51794836246_92a084243d_s.jpg,75,75,https://live.staticflickr.com/65535/51794836246_92a084243d_t.jpg,67,100,https://live.staticflickr.com/65535/51794836246_92a084243d_m.jpg,160,240,https://live.staticflickr.com/65535/51794836246_92a084243d.jpg,333,500,https://live.staticflickr.com/65535/51794836246_92a084243d_z.jpg,427,640,https://live.staticflickr.com/65535/51794836246_92a084243d_b.jpg,683,1024,https://live.staticflickr.com/65535/51794836246_92a084243d_c.jpg,533,800,https://live.staticflickr.com/65535/51794836246_92a084243d_q.jpg,150,150,https://live.staticflickr.com/65535/51794836246_92a084243d_n.jpg,213,320,roland,"icicle and then walking to commercial street cafe in the slush and snow january 2, 2021 nikon 1 v2 30-110mm zoom"
51794836521,35034347371@N01,6fa721123a,65535,66,DSC_0255,1,0,0,9,1641153973,1641154006,2022-01-02 11:00:45,0,0,roland,5485,6,25,slushy snowy snow notrainy clouds cloudy notsunny eastvan eastvancouver kensingtoncedarcottage cedarcottage nikon1v2photo nikon1v2 rolandtanglaophoto vancouver nikon30110mm,"",49.253916,-123.069784,16,0,"",5991085,1,0,0,0,photo,ready,https://live.staticflickr.com/65535/51794836521_6fa721123a_s.jpg,75,75,https://live.staticflickr.com/65535/51794836521_6fa721123a_t.jpg,67,100,https://live.staticflickr.com/65535/51794836521_6fa721123a_m.jpg,160,240,https://live.staticflickr.com/65535/51794836521_6fa721123a.jpg,333,500,https://live.staticflickr.com/65535/51794836521_6fa721123a_z.jpg,427,640,https://live.staticflickr.com/65535/51794836521_6fa721123a_b.jpg,683,1024,https://live.staticflickr.com/65535/51794836521_6fa721123a_c.jpg,533,800,https://live.staticflickr.com/65535/51794836521_6fa721123a_q.jpg,150,150,https://live.staticflickr.com/65535/51794836521_6fa721123a_n.jpg,213,320,roland,"icicle and then walking to commercial street cafe in the slush and snow january 2, 2021 nikon 1 v2 30-110mm zoom"
51794838011,35034347371@N01,a30db21fbb,65535,66,DSC_0260,1,0,0,9,1641153971,1641154006,2022-01-02 11:02:10,0,0,roland,5485,6,27,slushy snowy snow notrainy clouds cloudy notsunny eastvan eastvancouver kensingtoncedarcottage cedarcottage nikon1v2photo nikon1v2 rolandtanglaophoto vancouver nikon30110mm,"",49.254233,-123.069017,16,0,"",5991085,1,0,0,0,photo,ready,https://live.staticflickr.com/65535/51794838011_a30db21fbb_s.jpg,75,75,https://live.staticflickr.com/65535/51794838011_a30db21fbb_t.jpg,100,67,https://live.staticflickr.com/65535/51794838011_a30db21fbb_m.jpg,240,160,https://live.staticflickr.com/65535/51794838011_a30db21fbb.jpg,500,333,https://live.staticflickr.com/65535/51794838011_a30db21fbb_z.jpg,640,427,https://live.staticflickr.com/65535/51794838011_a30db21fbb_b.jpg,1024,683,https://live.staticflickr.com/65535/51794838011_a30db21fbb_c.jpg,800,533,https://live.staticflickr.com/65535/51794838011_a30db21fbb_q.jpg,150,150,https://live.staticflickr.com/65535/51794838011_a30db21fbb_n.jpg,320,213,roland,"icicle and then walking to commercial street cafe in the slush and snow january 2, 2021 nikon 1 v2 30-110mm zoom"
51794839961,35034347371@N01,f2ae28dae1,65535,66,DSC_0267,1,0,0,9,1641153966,1641154006,2022-01-02 11:03:17,0,0,roland,5485,6,26,slushy snowy snow notrainy clouds cloudy notsunny eastvan eastvancouver kensingtoncedarcottage cedarcottage nikon1v2photo nikon1v2 rolandtanglaophoto vancouver nikon30110mm,"",49.254216,-123.068184,16,0,"",5991085,1,0,0,0,photo,ready,https://live.staticflickr.com/65535/51794839961_f2ae28dae1_s.jpg,75,75,https://live.staticflickr.com/65535/51794839961_f2ae28dae1_t.jpg,100,67,https://live.staticflickr.com/65535/51794839961_f2ae28dae1_m.jpg,240,160,https://live.staticflickr.com/65535/51794839961_f2ae28dae1.jpg,500,333,https://live.staticflickr.com/65535/51794839961_f2ae28dae1_z.jpg,640,427,https://live.staticflickr.com/65535/51794839961_f2ae28dae1_b.jpg,1024,683,https://live.staticflickr.com/65535/51794839961_f2ae28dae1_c.jpg,800,533,https://live.staticflickr.com/65535/51794839961_f2ae28dae1_q.jpg,150,150,https://live.staticflickr.com/65535/51794839961_f2ae28dae1_n.jpg,320,213,roland,"icicle and then walking to commercial street cafe in the slush and snow january 2, 2021 nikon 1 v2 30-110mm zoom"
