id,owner,secret,server,farm,title,ispublic,isfriend,isfamily,license,dateupload,lastupdate,datetaken,datetakengranularity,datetakenunknown,ownername,iconserver,iconfarm,views,tags,machine_tags,latitude,longitude,accuracy,context,place_id,woeid,geo_is_public,geo_is_contact,geo_is_friend,geo_is_family,media,media_status,url_sq,height_sq,width_sq,url_t,height_t,width_t,url_s,height_s,width_s,url_m,height_m,width_m,url_z,height_z,width_z,url_l,height_l,width_l,url_c,height_c,width_c,url_q,height_q,width_q,url_n,height_n,width_n,url_k,height_k,width_k,url_h,height_h,width_h,pathalias,description_content
52423121934,111778568@N06,8ffd5262ef,65535,66,Caught,1,0,0,0,1665589030,1667004700,2022-10-05 14:06:51,0,0,charhedman,65535,66,22653,autumnleaves neighboursyard intheneighbourhood gabianwall rocks metal gold bokeh macrolens throughherlens,"",49.345750,-123.083792,16,0,"",5916407,1,0,0,0,photo,ready,https://live.staticflickr.com/65535/52423121934_8ffd5262ef_s.jpg,75,75,https://live.staticflickr.com/65535/52423121934_8ffd5262ef_t.jpg,67,100,https://live.staticflickr.com/65535/52423121934_8ffd5262ef_m.jpg,160,240,https://live.staticflickr.com/65535/52423121934_8ffd5262ef.jpg,333,500,https://live.staticflickr.com/65535/52423121934_8ffd5262ef_z.jpg,427,640,https://live.staticflickr.com/65535/52423121934_8ffd5262ef_b.jpg,683,1024,https://live.staticflickr.com/65535/52423121934_8ffd5262ef_c.jpg,533,800,https://live.staticflickr.com/65535/52423121934_8ffd5262ef_q.jpg,150,150,https://live.staticflickr.com/65535/52423121934_8ffd5262ef_n.jpg,213,320,https://live.staticflickr.com/65535/52423121934_4f7b7d8687_k.jpg,1365,2048,https://live.staticflickr.com/65535/52423121934_8a388e1ef3_h.jpg,1067,1600,,"A fallen leaf is nothing more than a summer’s wave goodbye.
~ Unknown

Our neighbours put in a gabian wall around their yard. It is low enough to catch the autumn leaves falling. Walking by, I had to capture the leaves caught between the slats. The next day, the neighbours came along and removed them all and put them in compost. I think they're going to be busy :)"
52407429711,95893893@N07,1753f0d934,65535,66,"",1,0,0,0,1665014638,1665014660,2022-10-05 16:43:11,0,0,Miranda Cabiladas,65535,66,23,"","",49.263150,-123.049448,16,0,"",6119451,1,0,0,0,photo,ready,https://live.staticflickr.com/65535/52407429711_1753f0d934_s.jpg,75,75,https://live.staticflickr.com/65535/52407429711_1753f0d934_t.jpg,100,75,https://live.staticflickr.com/65535/52407429711_1753f0d934_m.jpg,240,180,https://live.staticflickr.com/65535/52407429711_1753f0d934.jpg,500,375,https://live.staticflickr.com/65535/52407429711_1753f0d934_z.jpg,640,480,https://live.staticflickr.com/65535/52407429711_1753f0d934_b.jpg,1024,768,https://live.staticflickr.com/65535/52407429711_1753f0d934_c.jpg,800,600,https://live.staticflickr.com/65535/52407429711_1753f0d934_q.jpg,150,150,https://live.staticflickr.com/65535/52407429711_1753f0d934_n.jpg,320,240,https://live.staticflickr.com/65535/52407429711_8ba13d8285_k.jpg,2048,1536,https://live.staticflickr.com/65535/52407429711_09a79def6a_h.jpg,1600,1200,mirandacabiladas,""
52407238877,35034347371@N01,1944879b24,65535,66,RT807554,1,0,0,9,1665028357,1665028647,2022-10-05 17:39:56,0,0,roland,5485,6,8,sonyrx10iv sonyrx10ivphoto rolandsonyrx10ivphoto rolandtanglaophoto vancouver 20221005 rtbees bees bee eastvan welwyn notrainy notcloudy eastvancouver kensingtoncedarcottage cedarcottage sun sunny nearsunset,"",49.253538,-123.069381,16,0,"",5991085,1,0,0,0,photo,ready,https://live.staticflickr.com/65535/52407238877_1944879b24_s.jpg,75,75,https://live.staticflickr.com/65535/52407238877_1944879b24_t.jpg,67,100,https://live.staticflickr.com/65535/52407238877_1944879b24_m.jpg,160,240,https://live.staticflickr.com/65535/52407238877_1944879b24.jpg,333,500,https://live.staticflickr.com/65535/52407238877_1944879b24_z.jpg,427,640,https://live.staticflickr.com/65535/52407238877_1944879b24_b.jpg,683,1024,https://live.staticflickr.com/65535/52407238877_1944879b24_c.jpg,533,800,https://live.staticflickr.com/65535/52407238877_1944879b24_q.jpg,150,150,https://live.staticflickr.com/65535/52407238877_1944879b24_n.jpg,213,320,https://live.staticflickr.com/65535/52407238877_5615b75741_k.jpg,1365,2048,https://live.staticflickr.com/65535/52407238877_9d2f05afc4_h.jpg,1067,1600,roland,2022-10-05 Bees on Welwyn Street at 530p.m. ish on a cool-ish sunny fall day Sony RX10IV
52407239302,35034347371@N01,394b9f59b0,65535,66,RT807552,1,0,0,9,1665028356,1665028648,2022-10-05 17:39:56,0,0,roland,5485,6,12,sonyrx10iv sonyrx10ivphoto rolandsonyrx10ivphoto rolandtanglaophoto vancouver 20221005 rtbees bees bee eastvan welwyn notrainy notcloudy eastvancouver kensingtoncedarcottage cedarcottage sun sunny nearsunset,"",49.253538,-123.069381,16,0,"",5991085,1,0,0,0,photo,ready,https://live.staticflickr.com/65535/52407239302_394b9f59b0_s.jpg,75,75,https://live.staticflickr.com/65535/52407239302_394b9f59b0_t.jpg,67,100,https://live.staticflickr.com/65535/52407239302_394b9f59b0_m.jpg,160,240,https://live.staticflickr.com/65535/52407239302_394b9f59b0.jpg,333,500,https://live.staticflickr.com/65535/52407239302_394b9f59b0_z.jpg,427,640,https://live.staticflickr.com/65535/52407239302_394b9f59b0_b.jpg,683,1024,https://live.staticflickr.com/65535/52407239302_394b9f59b0_c.jpg,533,800,https://live.staticflickr.com/65535/52407239302_394b9f59b0_q.jpg,150,150,https://live.staticflickr.com/65535/52407239302_394b9f59b0_n.jpg,213,320,https://live.staticflickr.com/65535/52407239302_985a129219_k.jpg,1365,2048,https://live.staticflickr.com/65535/52407239302_09b6e1ba1c_h.jpg,1067,1600,roland,2022-10-05 Bees on Welwyn Street at 530p.m. ish on a cool-ish sunny fall day Sony RX10IV
52407242637,35034347371@N01,76ce975123,65535,66,RT807537,1,0,0,9,1665028347,1665028648,2022-10-05 17:39:55,0,0,roland,5485,6,11,sonyrx10iv sonyrx10ivphoto rolandsonyrx10ivphoto rolandtanglaophoto vancouver 20221005 rtbees bees bee eastvan welwyn notrainy notcloudy eastvancouver kensingtoncedarcottage cedarcottage sun sunny nearsunset,"",49.253538,-123.069381,16,0,"",5991085,1,0,0,0,photo,ready,https://live.staticflickr.com/65535/52407242637_76ce975123_s.jpg,75,75,https://live.staticflickr.com/65535/52407242637_76ce975123_t.jpg,67,100,https://live.staticflickr.com/65535/52407242637_76ce975123_m.jpg,160,240,https://live.staticflickr.com/65535/52407242637_76ce975123.jpg,333,500,https://live.staticflickr.com/65535/52407242637_76ce975123_z.jpg,427,640,https://live.staticflickr.com/65535/52407242637_76ce975123_b.jpg,683,1024,https://live.staticflickr.com/65535/52407242637_76ce975123_c.jpg,533,800,https://live.staticflickr.com/65535/52407242637_76ce975123_q.jpg,150,150,https://live.staticflickr.com/65535/52407242637_76ce975123_n.jpg,213,320,https://live.staticflickr.com/65535/52407242637_5492146c40_k.jpg,1365,2048,https://live.staticflickr.com/65535/52407242637_25d9a9af28_h.jpg,1067,1600,roland,2022-10-05 Bees on Welwyn Street at 530p.m. ish on a cool-ish sunny fall day Sony RX10IV
52407244462,35034347371@N01,1672441236,65535,66,RT807527,1,0,0,9,1665028341,1665028648,2022-10-05 17:39:55,0,0,roland,5485,6,17,sonyrx10iv sonyrx10ivphoto rolandsonyrx10ivphoto rolandtanglaophoto vancouver 20221005 rtbees bees bee eastvan welwyn notrainy notcloudy eastvancouver kensingtoncedarcottage cedarcottage sun sunny nearsunset,"",49.253533,-123.069392,16,0,"",5991085,1,0,0,0,photo,ready,https://live.staticflickr.com/65535/52407244462_1672441236_s.jpg,75,75,https://live.staticflickr.com/65535/52407244462_1672441236_t.jpg,67,100,https://live.staticflickr.com/65535/52407244462_1672441236_m.jpg,160,240,https://live.staticflickr.com/65535/52407244462_1672441236.jpg,333,500,https://live.staticflickr.com/65535/52407244462_1672441236_z.jpg,427,640,https://live.staticflickr.com/65535/52407244462_1672441236_b.jpg,683,1024,https://live.staticflickr.com/65535/52407244462_1672441236_c.jpg,533,800,https://live.staticflickr.com/65535/52407244462_1672441236_q.jpg,150,150,https://live.staticflickr.com/65535/52407244462_1672441236_n.jpg,213,320,https://live.staticflickr.com/65535/52407244462_59b124920f_k.jpg,1365,2048,https://live.staticflickr.com/65535/52407244462_841a342795_h.jpg,1067,1600,roland,2022-10-05 Bees on Welwyn Street at 530p.m. ish on a cool-ish sunny fall day Sony RX10IV
52407741316,35034347371@N01,a60253c981,65535,66,RT807547,1,0,0,9,1665028352,1665028648,2022-10-05 17:39:56,0,0,roland,5485,6,13,sonyrx10iv sonyrx10ivphoto rolandsonyrx10ivphoto rolandtanglaophoto vancouver 20221005 rtbees bees bee eastvan welwyn notrainy notcloudy eastvancouver kensingtoncedarcottage cedarcottage sun sunny nearsunset,"",49.253538,-123.069381,16,0,"",5991085,1,0,0,0,photo,ready,https://live.staticflickr.com/65535/52407741316_a60253c981_s.jpg,75,75,https://live.staticflickr.com/65535/52407741316_a60253c981_t.jpg,67,100,https://live.staticflickr.com/65535/52407741316_a60253c981_m.jpg,160,240,https://live.staticflickr.com/65535/52407741316_a60253c981.jpg,333,500,https://live.staticflickr.com/65535/52407741316_a60253c981_z.jpg,427,640,https://live.staticflickr.com/65535/52407741316_a60253c981_b.jpg,683,1024,https://live.staticflickr.com/65535/52407741316_a60253c981_c.jpg,533,800,https://live.staticflickr.com/65535/52407741316_a60253c981_q.jpg,150,150,https://live.staticflickr.com/65535/52407741316_a60253c981_n.jpg,213,320,https://live.staticflickr.com/65535/52407741316_dee82aa38d_k.jpg,1365,2048,https://live.staticflickr.com/65535/52407741316_8626741a53_h.jpg,1067,1600,roland,2022-10-05 Bees on Welwyn Street at 530p.m. ish on a cool-ish sunny fall day Sony RX10IV
52407742111,35034347371@N01,c176967c1a,65535,66,RT807543,1,0,0,9,1665028350,1665028648,2022-10-05 17:39:56,0,0,roland,5485,6,13,sonyrx10iv sonyrx10ivphoto rolandsonyrx10ivphoto rolandtanglaophoto vancouver 20221005 rtbees bees bee eastvan welwyn notrainy notcloudy eastvancouver kensingtoncedarcottage cedarcottage sun sunny nearsunset,"",49.253538,-123.069381,16,0,"",5991085,1,0,0,0,photo,ready,https://live.staticflickr.com/65535/52407742111_c176967c1a_s.jpg,75,75,https://live.staticflickr.com/65535/52407742111_c176967c1a_t.jpg,67,100,https://live.staticflickr.com/65535/52407742111_c176967c1a_m.jpg,160,240,https://live.staticflickr.com/65535/52407742111_c176967c1a.jpg,333,500,https://live.staticflickr.com/65535/52407742111_c176967c1a_z.jpg,427,640,https://live.staticflickr.com/65535/52407742111_c176967c1a_b.jpg,683,1024,https://live.staticflickr.com/65535/52407742111_c176967c1a_c.jpg,533,800,https://live.staticflickr.com/65535/52407742111_c176967c1a_q.jpg,150,150,https://live.staticflickr.com/65535/52407742111_c176967c1a_n.jpg,213,320,https://live.staticflickr.com/65535/52407742111_c32b8d41e3_k.jpg,1365,2048,https://live.staticflickr.com/65535/52407742111_ac8403e70b_h.jpg,1067,1600,roland,2022-10-05 Bees on Welwyn Street at 530p.m. ish on a cool-ish sunny fall day Sony RX10IV
52407742326,35034347371@N01,6b0ea2ae96,65535,66,RT807542,1,0,0,9,1665028349,1665028648,2022-10-05 17:39:56,0,0,roland,5485,6,13,sonyrx10iv sonyrx10ivphoto rolandsonyrx10ivphoto rolandtanglaophoto vancouver 20221005 rtbees bees bee eastvan welwyn notrainy notcloudy eastvancouver kensingtoncedarcottage cedarcottage sun sunny nearsunset,"",49.253538,-123.069381,16,0,"",5991085,1,0,0,0,photo,ready,https://live.staticflickr.com/65535/52407742326_6b0ea2ae96_s.jpg,75,75,https://live.staticflickr.com/65535/52407742326_6b0ea2ae96_t.jpg,67,100,https://live.staticflickr.com/65535/52407742326_6b0ea2ae96_m.jpg,160,240,https://live.staticflickr.com/65535/52407742326_6b0ea2ae96.jpg,333,500,https://live.staticflickr.com/65535/52407742326_6b0ea2ae96_z.jpg,427,640,https://live.staticflickr.com/65535/52407742326_6b0ea2ae96_b.jpg,683,1024,https://live.staticflickr.com/65535/52407742326_6b0ea2ae96_c.jpg,533,800,https://live.staticflickr.com/65535/52407742326_6b0ea2ae96_q.jpg,150,150,https://live.staticflickr.com/65535/52407742326_6b0ea2ae96_n.jpg,213,320,https://live.staticflickr.com/65535/52407742326_609156e917_k.jpg,1365,2048,https://live.staticflickr.com/65535/52407742326_689f86a7a6_h.jpg,1067,1600,roland,2022-10-05 Bees on Welwyn Street at 530p.m. ish on a cool-ish sunny fall day Sony RX10IV
52407742921,35034347371@N01,a46d0007c0,65535,66,RT807539,1,0,0,9,1665028348,1665028648,2022-10-05 17:39:55,0,0,roland,5485,6,13,sonyrx10iv sonyrx10ivphoto rolandsonyrx10ivphoto rolandtanglaophoto vancouver 20221005 rtbees bees bee eastvan welwyn notrainy notcloudy eastvancouver kensingtoncedarcottage cedarcottage sun sunny nearsunset,"",49.253538,-123.069381,16,0,"",5991085,1,0,0,0,photo,ready,https://live.staticflickr.com/65535/52407742921_a46d0007c0_s.jpg,75,75,https://live.staticflickr.com/65535/52407742921_a46d0007c0_t.jpg,67,100,https://live.staticflickr.com/65535/52407742921_a46d0007c0_m.jpg,160,240,https://live.staticflickr.com/65535/52407742921_a46d0007c0.jpg,333,500,https://live.staticflickr.com/65535/52407742921_a46d0007c0_z.jpg,427,640,https://live.staticflickr.com/65535/52407742921_a46d0007c0_b.jpg,683,1024,https://live.staticflickr.com/65535/52407742921_a46d0007c0_c.jpg,533,800,https://live.staticflickr.com/65535/52407742921_a46d0007c0_q.jpg,150,150,https://live.staticflickr.com/65535/52407742921_a46d0007c0_n.jpg,213,320,https://live.staticflickr.com/65535/52407742921_5df6b02845_k.jpg,1365,2048,https://live.staticflickr.com/65535/52407742921_a57948fe21_h.jpg,1067,1600,roland,2022-10-05 Bees on Welwyn Street at 530p.m. ish on a cool-ish sunny fall day Sony RX10IV
